N,P,K,temperature,humidity,ph,rainfall,label
88,38,38,22.76100573,60.4132239,6.824981528,202.6555374,jute
91,41,41,22.97407547,60.4132239,6.462419175,203.9642476,jute
89,39,39,22.76100573,60.4132239,6.469009223,204.8640342,jute
93,43,43,22.97407547,60.4132239,6.560444896,205.7173405,jute
87,37,37,22.76100573,60.4132239,6.824981528,206.0550003,jute
90,40,40,22.97407547,60.4132239,6.462419175,207.3022937,jute
92,42,42,22.76100573,60.4132239,6.469009223,208.3248603,jute
88,38,38,22.97407547,60.4132239,6.560444896,209.6391117,jute
91,41,41,22.76100573,60.4132239,6.824981528,210.5091412,jute
89,39,39,22.97407547,60.4132239,6.462419175,211.5259657,jute
93,43,43,22.76100573,60.4132239,6.469009223,212.071499,jute
87,37,37,22.97407547,60.4132239,6.560444896,213.4742192,jute
90,40,40,22.76100573,60.4132239,6.824981528,214.9355362,jute
92,42,42,22.97407547,60.4132239,6.462419175,215.9642476,jute
88,38,38,22.76100573,60.4132239,6.469009223,216.0550003,jute
91,41,41,22.97407547,60.4132239,6.560444896,217.3022937,jute
89,39,39,22.76100573,60.4132239,6.824981528,218.3248603,jute
93,43,43,22.97407547,60.4132239,6.462419175,219.6391117,jute
87,37,37,22.76100573,60.4132239,6.469009223,220.5091412,jute

